id, 'buying', 'maint', 'doors', 'persons', 'lug_boot', 'safety', 'label'
1541,0,1,1,0,0,2,unacc
1542,0,1,1,0,1,0,unacc
1543,0,1,1,0,1,1,unacc
1544,0,1,1,0,1,2,unacc
1545,0,1,1,0,2,0,unacc
1546,0,1,1,0,2,1,unacc
1547,0,1,1,0,2,2,unacc
1548,0,1,1,1,0,0,unacc
1549,0,1,1,1,0,1,acc
1550,0,1,1,1,0,2,good
1551,0,1,1,1,1,0,unacc
1552,0,1,1,1,1,1,acc
1553,0,1,1,1,1,2,good
1554,0,1,1,1,2,0,unacc
1555,0,1,1,1,2,1,good
1556,0,1,1,1,2,2,vgood
1557,0,1,1,2,0,0,unacc
1558,0,1,1,2,0,1,acc
1559,0,1,1,2,0,2,good
1560,0,1,1,2,1,0,unacc
1561,0,1,1,2,1,1,good
1562,0,1,1,2,1,2,vgood
1563,0,1,1,2,2,0,unacc
1564,0,1,1,2,2,1,good
1565,0,1,1,2,2,2,vgood
1566,0,1,2,0,0,0,unacc
1567,0,1,2,0,0,1,unacc
1568,0,1,2,0,0,2,unacc
1569,0,1,2,0,1,0,unacc
1570,0,1,2,0,1,1,unacc
1571,0,1,2,0,1,2,unacc
1572,0,1,2,0,2,0,unacc
1573,0,1,2,0,2,1,unacc
1574,0,1,2,0,2,2,unacc
1575,0,1,2,1,0,0,unacc
1576,0,1,2,1,0,1,acc
1577,0,1,2,1,0,2,good
1578,0,1,2,1,1,0,unacc
1579,0,1,2,1,1,1,good
1580,0,1,2,1,1,2,vgood
1581,0,1,2,1,2,0,unacc
1582,0,1,2,1,2,1,good
1583,0,1,2,1,2,2,vgood
1584,0,1,2,2,0,0,unacc
1585,0,1,2,2,0,1,acc
1586,0,1,2,2,0,2,good
1587,0,1,2,2,1,0,unacc
1588,0,1,2,2,1,1,good
1589,0,1,2,2,1,2,vgood
1590,0,1,2,2,2,0,unacc
1591,0,1,2,2,2,1,good
1592,0,1,2,2,2,2,vgood
1593,0,1,3,0,0,0,unacc
1594,0,1,3,0,0,1,unacc
1595,0,1,3,0,0,2,unacc
1596,0,1,3,0,1,0,unacc
1597,0,1,3,0,1,1,unacc
1598,0,1,3,0,1,2,unacc
1599,0,1,3,0,2,0,unacc
1600,0,1,3,0,2,1,unacc
1601,0,1,3,0,2,2,unacc
1602,0,1,3,1,0,0,unacc
1603,0,1,3,1,0,1,acc
1604,0,1,3,1,0,2,good
1605,0,1,3,1,1,0,unacc
1606,0,1,3,1,1,1,good
1607,0,1,3,1,1,2,vgood
1608,0,1,3,1,2,0,unacc
1609,0,1,3,1,2,1,good
1610,0,1,3,1,2,2,vgood
1611,0,1,3,2,0,0,unacc
1612,0,1,3,2,0,1,acc
1613,0,1,3,2,0,2,good
1614,0,1,3,2,1,0,unacc
1615,0,1,3,2,1,1,good
1616,0,1,3,2,1,2,vgood
1617,0,1,3,2,2,0,unacc
1618,0,1,3,2,2,1,good
1619,0,1,3,2,2,2,vgood
1620,0,0,0,0,0,0,unacc
1621,0,0,0,0,0,1,unacc
1622,0,0,0,0,0,2,unacc
1623,0,0,0,0,1,0,unacc
1624,0,0,0,0,1,1,unacc
1625,0,0,0,0,1,2,unacc
1626,0,0,0,0,2,0,unacc
1627,0,0,0,0,2,1,unacc
1628,0,0,0,0,2,2,unacc
1629,0,0,0,1,0,0,unacc
1630,0,0,0,1,0,1,acc
1631,0,0,0,1,0,2,good
1632,0,0,0,1,1,0,unacc
1633,0,0,0,1,1,1,acc
1634,0,0,0,1,1,2,good
1635,0,0,0,1,2,0,unacc
1636,0,0,0,1,2,1,good
1637,0,0,0,1,2,2,vgood
1638,0,0,0,2,0,0,unacc
1639,0,0,0,2,0,1,unacc
1640,0,0,0,2,0,2,unacc
1641,0,0,0,2,1,0,unacc
1642,0,0,0,2,1,1,acc
1643,0,0,0,2,1,2,good
1644,0,0,0,2,2,0,unacc
1645,0,0,0,2,2,1,good
1646,0,0,0,2,2,2,vgood
1647,0,0,1,0,0,0,unacc
1648,0,0,1,0,0,1,unacc
1649,0,0,1,0,0,2,unacc
1650,0,0,1,0,1,0,unacc
1651,0,0,1,0,1,1,unacc
1652,0,0,1,0,1,2,unacc
1653,0,0,1,0,2,0,unacc
1654,0,0,1,0,2,1,unacc
1655,0,0,1,0,2,2,unacc
1656,0,0,1,1,0,0,unacc
1657,0,0,1,1,0,1,acc
1658,0,0,1,1,0,2,good
1659,0,0,1,1,1,0,unacc
1660,0,0,1,1,1,1,acc
1661,0,0,1,1,1,2,good
1662,0,0,1,1,2,0,unacc
1663,0,0,1,1,2,1,good
1664,0,0,1,1,2,2,vgood
1665,0,0,1,2,0,0,unacc
1666,0,0,1,2,0,1,acc
1667,0,0,1,2,0,2,good
1668,0,0,1,2,1,0,unacc
1669,0,0,1,2,1,1,good
1670,0,0,1,2,1,2,vgood
1671,0,0,1,2,2,0,unacc
1672,0,0,1,2,2,1,good
1673,0,0,1,2,2,2,vgood
1674,0,0,2,0,0,0,unacc
1675,0,0,2,0,0,1,unacc
1676,0,0,2,0,0,2,unacc
1677,0,0,2,0,1,0,unacc
1678,0,0,2,0,1,1,unacc
1679,0,0,2,0,1,2,unacc
1680,0,0,2,0,2,0,unacc
1681,0,0,2,0,2,1,unacc
1682,0,0,2,0,2,2,unacc
1683,0,0,2,1,0,0,unacc
1684,0,0,2,1,0,1,acc
1685,0,0,2,1,0,2,good
1686,0,0,2,1,1,0,unacc
1687,0,0,2,1,1,1,good
1688,0,0,2,1,1,2,vgood
1689,0,0,2,1,2,0,unacc
1690,0,0,2,1,2,1,good
1691,0,0,2,1,2,2,vgood
1692,0,0,2,2,0,0,unacc
1693,0,0,2,2,0,1,acc
1694,0,0,2,2,0,2,good
1695,0,0,2,2,1,0,unacc
1696,0,0,2,2,1,1,good
1697,0,0,2,2,1,2,vgood
1698,0,0,2,2,2,0,unacc
1699,0,0,2,2,2,1,good
1700,0,0,2,2,2,2,vgood
1701,0,0,3,0,0,0,unacc
1702,0,0,3,0,0,1,unacc
1703,0,0,3,0,0,2,unacc
1704,0,0,3,0,1,0,unacc
1705,0,0,3,0,1,1,unacc
1706,0,0,3,0,1,2,unacc
1707,0,0,3,0,2,0,unacc
1708,0,0,3,0,2,1,unacc
1709,0,0,3,0,2,2,unacc
1710,0,0,3,1,0,0,unacc
1711,0,0,3,1,0,1,acc
1712,0,0,3,1,0,2,good
1713,0,0,3,1,1,0,unacc
1714,0,0,3,1,1,1,good
1715,0,0,3,1,1,2,vgood
1716,0,0,3,1,2,0,unacc
1717,0,0,3,1,2,1,good
1718,0,0,3,1,2,2,vgood
1719,0,0,3,2,0,0,unacc
1720,0,0,3,2,0,1,acc
1721,0,0,3,2,0,2,good
1722,0,0,3,2,1,0,unacc
1723,0,0,3,2,1,1,good
1724,0,0,3,2,1,2,vgood
1725,0,0,3,2,2,0,unacc
1726,0,0,3,2,2,1,good
1727,0,0,3,2,2,2,vgood
